n,m,graph_id,schedule,num_sweeps,energy,feasible,minla_cost,optimal_cost,spectral_cost,sa_cost,local_search_cost,best_baseline_cost,relative_gap,time_s
5,5,0,custom_linear,1000,6.0,True,6.0,6,6,8,6,6,0.0,0.093
5,5,1,custom_linear,1000,6.0,True,6.0,6,6,7,6,6,0.0,0.082
5,4,2,custom_linear,1000,4.0,True,4.0,4,9,4,4,4,0.0,0.084
5,7,3,custom_linear,1000,10.0,True,10.0,10,13,11,10,10,0.0,0.079
5,5,4,custom_linear,1000,7.0,True,7.0,7,11,7,7,7,0.0,0.081
5,8,5,custom_linear,1000,14.0,True,14.0,14,15,15,14,14,0.0,0.081
5,4,6,custom_linear,1000,5.0,True,5.0,5,5,6,5,5,0.0,0.08
5,6,7,custom_linear,1000,10.0,True,10.0,10,11,11,10,10,0.0,0.08
5,6,8,custom_linear,1000,9.0,True,9.0,9,9,9,9,9,0.0,0.082
5,6,9,custom_linear,1000,9.0,True,9.0,9,10,9,9,9,0.0,0.079
5,5,10,custom_linear,1000,7.0,True,7.0,7,10,7,7,7,0.0,0.081
5,6,11,custom_linear,1000,8.0,True,8.0,8,11,8,8,8,0.0,0.079
5,7,12,custom_linear,1000,12.0,True,12.0,12,13,12,12,12,0.0,0.082
5,5,13,custom_linear,1000,8.0,True,8.0,8,12,8,8,8,0.0,0.081
5,7,14,custom_linear,1000,11.0,True,11.0,11,11,14,11,11,0.0,0.082
5,8,15,custom_linear,1000,13.0,True,13.0,13,13,15,13,13,0.0,0.079
5,6,16,custom_linear,1000,8.0,True,8.0,8,12,8,8,8,0.0,0.081
5,7,17,custom_linear,1000,12.0,True,12.0,12,16,12,12,12,0.0,0.08
5,9,18,custom_linear,1000,16.0,True,16.0,16,16,16,16,16,0.0,0.081
5,10,19,custom_linear,1000,20.0,True,20.0,20,20,20,20,20,0.0,0.081
5,4,20,custom_linear,1000,6.0,True,6.0,6,10,7,6,6,0.0,0.08
10,26,0,custom_linear,1000,68.0,True,68.0,67,99,85,67,67,0.014925373134328358,0.475
10,27,1,custom_linear,1000,80.0,True,80.0,75,101,81,75,75,0.06666666666666667,0.519
10,14,2,custom_linear,1000,23.0,True,23.0,22,55,28,29,28,0.045454545454545456,0.475
10,20,3,custom_linear,1000,45.0,True,45.0,45,71,54,50,50,0.0,0.49
10,19,4,custom_linear,1000,45.0,True,45.0,44,78,54,50,50,0.022727272727272728,0.488
10,23,5,custom_linear,1000,58.0,True,58.0,56,98,70,58,58,0.03571428571428571,0.505
10,23,6,custom_linear,1000,57.0,True,57.0,53,78,61,57,57,0.07547169811320754,0.472
10,21,7,custom_linear,1000,54.0,True,54.0,51,77,66,53,53,0.058823529411764705,0.487
10,22,8,custom_linear,1000,49.0,True,49.0,47,84,56,58,56,0.0425531914893617,0.473
10,25,9,custom_linear,1000,60.0,True,60.0,60,86,66,60,60,0.0,0.47
10,21,10,custom_linear,1000,55.0,True,55.0,52,75,65,52,52,0.057692307692307696,0.47
10,21,11,custom_linear,1000,51.0,True,51.0,51,75,69,56,56,0.0,0.503
10,19,12,custom_linear,1000,47.0,True,47.0,46,63,55,46,46,0.021739130434782608,0.534
10,28,13,custom_linear,1000,79.0,True,79.0,76,99,86,76,76,0.039473684210526314,0.513
10,22,14,custom_linear,1000,53.0,True,53.0,52,85,63,54,54,0.019230769230769232,0.524
10,25,15,custom_linear,1000,72.0,False,,70,94,83,72,72,,0.502
10,23,16,custom_linear,1000,60.0,True,60.0,59,106,75,64,64,0.01694915254237288,0.47
10,25,17,custom_linear,1000,69.0,True,69.0,63,103,71,63,63,0.09523809523809523,0.478
10,20,18,custom_linear,1000,43.0,True,43.0,43,83,48,43,43,0.0,0.482
10,23,19,custom_linear,1000,56.0,True,56.0,54,90,60,54,54,0.037037037037037035,0.5
10,17,20,custom_linear,1000,37.0,True,37.0,37,64,43,37,37,0.0,0.475
10,24,21,custom_linear,1000,61.0,True,61.0,61,106,75,65,65,0.0,0.47
10,23,22,custom_linear,1000,60.0,True,60.0,57,84,63,58,58,0.05263157894736842,0.483
10,25,23,custom_linear,1000,70.0,True,70.0,67,82,76,67,67,0.04477611940298507,0.486
10,24,24,custom_linear,1000,59.0,True,59.0,57,76,68,57,57,0.03508771929824561,0.49
10,18,25,custom_linear,1000,39.0,True,39.0,39,68,51,44,44,0.0,0.475
10,21,26,custom_linear,1000,43.0,True,43.0,43,76,64,43,43,0.0,0.492
10,22,27,custom_linear,1000,51.0,True,51.0,50,84,68,50,50,0.02,0.475
10,21,28,custom_linear,1000,49.0,True,49.0,48,87,62,48,48,0.020833333333333332,0.476
10,19,29,custom_linear,1000,47.0,True,47.0,45,53,47,45,45,0.044444444444444446,0.472
10,27,30,custom_linear,1000,75.0,True,75.0,74,103,91,81,81,0.013513513513513514,0.467
10,18,31,custom_linear,1000,36.0,True,36.0,35,43,38,35,35,0.02857142857142857,0.482
10,20,32,custom_linear,1000,47.0,True,47.0,46,76,56,46,46,0.021739130434782608,0.482
10,25,33,custom_linear,1000,66.0,True,66.0,65,88,77,65,65,0.015384615384615385,0.47
10,21,34,custom_linear,1000,56.0,True,56.0,53,80,65,56,56,0.05660377358490566,0.469
10,22,35,custom_linear,1000,51.0,True,51.0,50,92,69,50,50,0.02,0.467
10,21,36,custom_linear,1000,53.0,True,53.0,50,59,62,50,50,0.06,0.466
10,26,37,custom_linear,1000,69.0,True,69.0,68,90,71,68,68,0.014705882352941176,0.471
10,21,38,custom_linear,1000,51.0,True,51.0,50,69,62,50,50,0.02,0.472
10,18,39,custom_linear,1000,42.0,True,42.0,42,70,48,42,42,0.0,0.469
10,24,40,custom_linear,1000,63.0,True,63.0,60,96,74,64,64,0.05,0.478
10,25,41,custom_linear,1000,69.0,True,69.0,67,95,81,67,67,0.029850746268656716,0.485
10,21,42,custom_linear,1000,53.0,True,53.0,52,73,69,58,58,0.019230769230769232,0.473
10,24,43,custom_linear,1000,54.0,True,54.0,54,75,60,54,54,0.0,0.488
10,25,44,custom_linear,1000,67.0,True,67.0,62,98,75,62,62,0.08064516129032258,0.478
10,21,45,custom_linear,1000,52.0,True,52.0,52,76,67,54,54,0.0,0.471
10,27,46,custom_linear,1000,75.0,True,75.0,74,96,88,74,74,0.013513513513513514,0.467
10,24,47,custom_linear,1000,64.0,True,64.0,62,95,79,64,64,0.03225806451612903,0.484
10,19,48,custom_linear,1000,41.0,True,41.0,40,58,53,40,40,0.025,0.526
10,23,49,custom_linear,1000,58.0,True,58.0,58,85,71,60,60,0.0,0.527
10,23,50,custom_linear,1000,56.0,True,56.0,55,86,69,55,55,0.01818181818181818,0.469
10,22,51,custom_linear,1000,58.0,True,58.0,57,84,75,64,64,0.017543859649122806,0.467
10,19,52,custom_linear,1000,46.0,True,46.0,45,63,54,47,47,0.022222222222222223,0.47
10,25,53,custom_linear,1000,59.0,True,59.0,59,97,68,59,59,0.0,0.467
10,21,54,custom_linear,1000,54.0,True,54.0,50,70,59,51,51,0.08,0.471
10,21,55,custom_linear,1000,53.0,True,53.0,51,81,55,56,55,0.0392156862745098,0.47
10,26,56,custom_linear,1000,68.0,True,68.0,68,100,81,68,68,0.0,0.477
10,25,57,custom_linear,1000,62.0,True,62.0,60,91,68,60,60,0.03333333333333333,0.486
10,21,58,custom_linear,1000,53.0,True,53.0,45,85,59,45,45,0.17777777777777778,0.49
10,26,59,custom_linear,1000,73.0,True,73.0,68,89,79,68,68,0.07352941176470588,0.521
10,22,60,custom_linear,1000,55.0,True,55.0,51,74,64,51,51,0.0784313725490196,0.469
10,21,61,custom_linear,1000,49.0,True,49.0,47,69,67,47,47,0.0425531914893617,0.473
10,27,62,custom_linear,1000,74.0,True,74.0,73,108,81,73,73,0.0136986301369863,0.469
10,16,63,custom_linear,1000,34.0,True,34.0,34,55,41,34,34,0.0,0.469
10,19,64,custom_linear,1000,44.0,True,44.0,43,59,53,43,43,0.023255813953488372,0.473
10,25,65,custom_linear,1000,71.0,True,71.0,62,95,71,62,62,0.14516129032258066,0.465
10,20,66,custom_linear,1000,47.0,True,47.0,46,63,61,50,50,0.021739130434782608,0.468
10,24,67,custom_linear,1000,64.0,True,64.0,62,86,72,63,63,0.03225806451612903,0.466
10,24,68,custom_linear,1000,66.0,True,66.0,61,73,67,66,66,0.08196721311475409,0.474
10,20,69,custom_linear,1000,46.0,True,46.0,46,70,63,46,46,0.0,0.471
10,24,70,custom_linear,1000,65.0,True,65.0,63,87,76,63,63,0.031746031746031744,0.469
10,25,71,custom_linear,1000,70.0,True,70.0,68,97,79,69,69,0.029411764705882353,0.486
10,19,72,custom_linear,1000,44.0,True,44.0,44,72,55,44,44,0.0,0.465
10,23,73,custom_linear,1000,57.0,True,57.0,54,72,68,54,54,0.05555555555555555,0.534
10,28,74,custom_linear,1000,80.0,True,80.0,77,112,90,80,80,0.03896103896103896,0.541
10,27,75,custom_linear,1000,68.0,True,68.0,68,108,90,68,68,0.0,0.53
10,13,76,custom_linear,1000,25.0,True,25.0,23,46,26,23,23,0.08695652173913043,0.539
10,20,77,custom_linear,1000,52.0,True,52.0,49,80,60,51,51,0.061224489795918366,0.487
10,23,78,custom_linear,1000,56.0,True,56.0,56,83,68,56,56,0.0,0.496
10,26,79,custom_linear,1000,64.0,True,64.0,64,94,79,68,68,0.0,0.484
10,20,80,custom_linear,1000,50.0,True,50.0,50,60,59,50,50,0.0,0.47
10,20,81,custom_linear,1000,48.0,True,48.0,47,70,64,51,51,0.02127659574468085,0.513
10,23,82,custom_linear,1000,58.0,True,58.0,57,81,66,57,57,0.017543859649122806,0.519
10,26,83,custom_linear,1000,67.0,True,67.0,67,100,82,69,69,0.0,0.809
10,19,84,custom_linear,1000,43.0,True,43.0,41,52,56,43,43,0.04878048780487805,1.074
10,19,85,custom_linear,1000,40.0,True,40.0,38,71,43,38,38,0.05263157894736842,1.072
10,22,86,custom_linear,1000,55.0,True,55.0,52,86,61,52,52,0.057692307692307696,1.094
10,22,87,custom_linear,1000,53.0,True,53.0,53,87,66,54,54,0.0,1.066
10,28,88,custom_linear,1000,74.0,True,74.0,71,98,79,71,71,0.04225352112676056,1.089
10,20,89,custom_linear,1000,47.0,True,47.0,47,64,52,48,48,0.0,1.227
10,22,90,custom_linear,1000,53.0,True,53.0,53,91,59,53,53,0.0,1.453
10,19,91,custom_linear,1000,43.0,True,43.0,43,59,55,43,43,0.0,1.132
10,25,92,custom_linear,1000,67.0,True,67.0,64,91,71,66,66,0.046875,1.167
10,23,93,custom_linear,1000,59.0,True,59.0,56,87,73,56,56,0.05357142857142857,1.033
10,24,94,custom_linear,1000,59.0,True,59.0,57,91,67,57,57,0.03508771929824561,1.003
10,20,95,custom_linear,1000,45.0,True,45.0,42,67,51,42,42,0.07142857142857142,1.007
10,17,96,custom_linear,1000,31.0,True,31.0,30,51,40,30,30,0.03333333333333333,0.998
10,19,97,custom_linear,1000,43.0,True,43.0,42,69,59,46,46,0.023809523809523808,1.021
10,26,98,custom_linear,1000,71.0,True,71.0,70,96,87,77,77,0.014285714285714285,1.02
10,22,99,custom_linear,1000,53.0,True,53.0,52,74,67,52,52,0.019230769230769232,0.991
15,52,0,custom_linear,1000,223.0,True,223.0,195,303,249,202,202,0.14358974358974358,3.18
15,54,1,custom_linear,1000,245.0,False,,205,318,252,211,211,,3.164
15,47,2,custom_linear,1000,188.0,False,,165,262,201,167,167,,3.221
15,53,3,custom_linear,1000,226.0,False,,190,307,219,190,190,,3.148
15,45,4,custom_linear,1000,171.0,True,171.0,161,272,188,163,163,0.062111801242236024,3.272
15,53,5,custom_linear,1000,191.0,True,191.0,179,291,209,179,179,0.0670391061452514,3.417
15,56,6,custom_linear,1000,211.0,True,211.0,206,271,279,210,210,0.024271844660194174,3.299
15,50,7,custom_linear,1000,206.0,False,,183,231,219,183,183,,3.318
15,53,8,custom_linear,1000,209.0,True,209.0,184,249,214,184,184,0.1358695652173913,3.364
15,51,9,custom_linear,1000,227.0,False,,177,287,224,188,188,,3.349
15,45,10,custom_linear,1000,165.0,True,165.0,150,257,195,152,152,0.1,3.302
15,47,11,custom_linear,1000,183.0,True,183.0,169,269,201,169,169,0.08284023668639054,3.351
15,51,12,custom_linear,1000,203.0,True,203.0,188,265,253,202,202,0.0797872340425532,3.42
15,53,13,custom_linear,1000,213.0,True,213.0,207,294,253,210,210,0.028985507246376812,3.492
15,54,14,custom_linear,1000,216.0,True,216.0,197,302,261,198,198,0.09644670050761421,3.42
15,50,15,custom_linear,1000,196.0,True,196.0,183,283,218,192,192,0.07103825136612021,3.543
15,52,16,custom_linear,1000,215.0,False,,183,308,224,202,202,,3.492
15,51,17,custom_linear,1000,197.0,False,,184,277,240,193,193,,3.437
15,56,18,custom_linear,1000,260.0,False,,214,267,270,218,218,,3.435
15,45,19,custom_linear,1000,174.0,False,,150,246,186,160,160,,3.486
15,54,20,custom_linear,1000,228.0,False,,200,295,247,216,216,,3.47
15,50,21,custom_linear,1000,191.0,True,191.0,183,271,222,191,191,0.04371584699453552,3.546
15,54,22,custom_linear,1000,232.0,False,,207,275,253,214,214,,3.508
15,55,23,custom_linear,1000,238.0,False,,216,293,274,232,232,,3.476
15,56,24,custom_linear,1000,253.0,False,,218,306,261,218,218,,3.48
15,53,25,custom_linear,1000,232.0,False,,183,290,226,183,183,,3.479
15,57,26,custom_linear,1000,253.0,False,,220,333,278,222,222,,3.451
15,57,27,custom_linear,1000,245.0,True,245.0,223,313,283,234,234,0.09865470852017937,3.33
15,48,28,custom_linear,1000,178.0,True,178.0,173,261,210,173,173,0.028901734104046242,3.214
15,52,29,custom_linear,1000,199.0,True,199.0,191,263,232,195,195,0.041884816753926704,3.191
15,60,30,custom_linear,1000,275.0,False,,237,307,293,257,257,,3.164
15,56,31,custom_linear,1000,235.0,True,235.0,219,306,255,237,237,0.0730593607305936,3.205
15,54,32,custom_linear,1000,232.0,False,,196,314,236,199,199,,3.127
15,53,33,custom_linear,1000,211.0,True,211.0,195,290,245,210,210,0.08205128205128205,3.137
15,52,34,custom_linear,1000,226.0,False,,186,215,242,190,190,,3.084
15,53,35,custom_linear,1000,211.0,True,211.0,204,277,255,206,206,0.03431372549019608,3.128
15,39,36,custom_linear,1000,145.0,True,145.0,131,211,169,135,135,0.10687022900763359,3.207
15,56,37,custom_linear,1000,237.0,False,,201,310,231,217,217,,3.216
15,47,38,custom_linear,1000,189.0,False,,163,252,206,167,167,,3.289
15,54,39,custom_linear,1000,238.0,False,,202,275,254,217,217,,3.262
15,54,40,custom_linear,1000,207.0,False,,193,304,237,203,203,,3.229
15,45,41,custom_linear,1000,172.0,True,172.0,145,232,180,146,146,0.18620689655172415,3.239
15,44,42,custom_linear,1000,178.0,False,,157,250,201,157,157,,3.218
15,55,43,custom_linear,1000,228.0,True,228.0,211,290,246,216,216,0.08056872037914692,3.18
15,55,44,custom_linear,1000,225.0,True,225.0,212,302,268,226,226,0.06132075471698113,3.26
15,55,45,custom_linear,1000,243.0,False,,212,288,265,216,216,,3.306
15,41,46,custom_linear,1000,153.0,False,,135,220,195,152,152,,3.413
15,64,47,custom_linear,1000,311.0,False,,252,316,290,262,262,,3.398
15,55,48,custom_linear,1000,236.0,True,236.0,214,285,246,223,223,0.102803738317757,3.464
15,53,49,custom_linear,1000,244.0,False,,196,294,249,208,208,,3.33
15,52,50,custom_linear,1000,212.0,False,,197,294,249,198,198,,3.232
15,58,51,custom_linear,1000,243.0,True,243.0,224,327,267,225,225,0.08482142857142858,3.283
15,59,52,custom_linear,1000,271.0,False,,238,361,275,239,239,,3.337
15,48,53,custom_linear,1000,188.0,True,188.0,162,247,211,187,187,0.16049382716049382,3.304
15,63,54,custom_linear,1000,282.0,False,,252,340,275,252,252,,3.317
15,57,55,custom_linear,1000,245.0,False,,226,306,272,230,230,,3.188
15,49,56,custom_linear,1000,181.0,True,181.0,172,248,207,186,186,0.05232558139534884,3.137
15,43,57,custom_linear,1000,159.0,True,159.0,152,239,183,156,156,0.046052631578947366,3.149
15,51,58,custom_linear,1000,207.0,True,207.0,191,261,235,205,205,0.08376963350785341,3.161
15,60,59,custom_linear,1000,247.0,True,247.0,227,321,291,243,243,0.0881057268722467,3.179
15,54,60,custom_linear,1000,214.0,True,214.0,203,290,246,210,210,0.054187192118226604,3.15
15,62,61,custom_linear,1000,290.0,False,,244,310,282,244,244,,3.147
15,53,62,custom_linear,1000,215.0,False,,191,284,251,192,192,,3.172
15,51,63,custom_linear,1000,223.0,True,223.0,185,277,245,185,185,0.20540540540540542,3.178
15,44,64,custom_linear,1000,159.0,True,159.0,150,221,183,150,150,0.06,3.198
15,55,65,custom_linear,1000,237.0,False,,191,246,246,191,191,,3.164
15,50,66,custom_linear,1000,198.0,True,198.0,187,263,227,194,194,0.058823529411764705,3.166
15,50,67,custom_linear,1000,213.0,False,,178,301,241,178,178,,3.143
15,56,68,custom_linear,1000,247.0,False,,219,297,269,221,221,,3.264
15,49,69,custom_linear,1000,205.0,False,,177,244,209,190,190,,3.345
15,50,70,custom_linear,1000,202.0,True,202.0,189,263,238,202,202,0.06878306878306878,3.35
15,57,71,custom_linear,1000,243.0,True,243.0,226,288,271,227,227,0.0752212389380531,3.4
15,53,72,custom_linear,1000,234.0,False,,206,284,248,210,210,,3.297
15,57,73,custom_linear,1000,240.0,True,240.0,224,320,282,229,229,0.07142857142857142,3.199
15,51,74,custom_linear,1000,198.0,True,198.0,175,259,218,201,201,0.13142857142857142,3.276
15,52,75,custom_linear,1000,219.0,True,219.0,197,256,256,203,203,0.1116751269035533,3.242
15,53,76,custom_linear,1000,205.0,True,205.0,189,323,244,189,189,0.08465608465608465,3.224
15,52,77,custom_linear,1000,200.0,True,200.0,191,248,228,190,190,0.04712041884816754,3.235
15,52,78,custom_linear,1000,208.0,False,,186,302,232,191,191,,3.239
15,50,79,custom_linear,1000,221.0,False,,179,256,222,189,189,,3.276
15,57,80,custom_linear,1000,255.0,True,255.0,226,290,279,238,238,0.12831858407079647,3.262
15,59,81,custom_linear,1000,265.0,False,,238,323,268,244,244,,3.22
15,44,82,custom_linear,1000,159.0,True,159.0,153,243,204,154,154,0.0392156862745098,3.346
15,55,83,custom_linear,1000,226.0,False,,212,331,242,214,214,,3.432
15,54,84,custom_linear,1000,224.0,True,224.0,199,290,259,199,199,0.12562814070351758,3.379
15,52,85,custom_linear,1000,211.0,True,211.0,188,266,246,188,188,0.12234042553191489,3.355
15,61,86,custom_linear,1000,268.0,False,,243,307,306,243,243,,3.256
15,57,87,custom_linear,1000,236.0,True,236.0,199,276,273,199,199,0.18592964824120603,3.286
15,55,88,custom_linear,1000,237.0,True,237.0,222,291,266,222,222,0.06756756756756757,3.256
15,43,89,custom_linear,1000,153.0,True,153.0,147,234,188,151,151,0.04081632653061224,3.248
15,50,90,custom_linear,1000,197.0,True,197.0,182,277,229,187,187,0.08241758241758242,3.309
15,51,91,custom_linear,1000,223.0,True,223.0,197,257,248,193,193,0.1319796954314721,3.286
15,50,92,custom_linear,1000,210.0,True,210.0,191,280,246,198,198,0.09947643979057591,3.213
15,55,93,custom_linear,1000,246.0,False,,208,311,244,211,211,,3.212
15,58,94,custom_linear,1000,240.0,True,240.0,235,305,254,229,229,0.02127659574468085,3.293
15,61,95,custom_linear,1000,266.0,True,266.0,245,298,284,250,250,0.08571428571428572,3.172
15,50,96,custom_linear,1000,202.0,True,202.0,176,253,208,176,176,0.14772727272727273,3.247
15,59,97,custom_linear,1000,268.0,True,268.0,227,322,279,227,227,0.18061674008810572,3.257
15,63,98,custom_linear,1000,298.0,False,,242,336,289,242,242,,3.312
15,55,99,custom_linear,1000,239.0,False,,216,265,259,221,221,,3.398
20,96,0,custom_linear,1000,582.0,False,,463,639,555,491,491,,7.586
20,113,1,custom_linear,1000,799.0,False,,619,801,716,616,616,,7.17
20,84,2,custom_linear,1000,477.0,False,,404,578,534,406,406,,7.312
20,99,3,custom_linear,1000,693.0,False,,503,657,622,510,510,,7.181
20,75,4,custom_linear,1000,423.0,False,,342,543,452,378,378,,7.392
20,95,5,custom_linear,1000,616.0,False,,509,676,613,522,522,,7.392
20,92,6,custom_linear,1000,594.0,False,,470,622,562,475,475,,7.346
20,94,7,custom_linear,1000,633.0,False,,485,652,584,494,494,,7.328
20,95,8,custom_linear,1000,537.0,False,,452,640,570,455,455,,7.411
20,96,9,custom_linear,1000,624.0,False,,489,655,618,499,499,,7.715
20,98,10,custom_linear,1000,631.0,False,,488,732,621,503,503,,7.477
20,96,11,custom_linear,1000,636.0,False,,496,643,624,490,490,,7.38
20,89,12,custom_linear,1000,521.0,False,,425,587,492,438,438,,7.539
20,93,13,custom_linear,1000,579.0,False,,475,639,557,467,467,,7.267
20,101,14,custom_linear,1000,622.0,False,,513,751,629,531,531,,7.254
20,91,15,custom_linear,1000,622.0,False,,439,646,554,442,442,,7.386
20,85,16,custom_linear,1000,561.0,False,,411,510,550,427,427,,7.027
20,99,17,custom_linear,1000,663.0,False,,529,714,617,529,529,,7.213
20,99,18,custom_linear,1000,635.0,False,,488,695,639,502,502,,7.082
20,93,19,custom_linear,1000,567.0,False,,478,663,566,501,501,,7.06
20,104,20,custom_linear,1000,707.0,False,,524,738,636,530,530,,7.154
20,100,21,custom_linear,1000,669.0,False,,532,686,628,552,552,,7.206
20,87,22,custom_linear,1000,498.0,False,,398,596,505,398,398,,7.228
20,97,23,custom_linear,1000,631.0,False,,495,705,590,517,517,,7.196
20,95,24,custom_linear,1000,607.0,False,,468,669,561,492,492,,7.281
20,99,25,custom_linear,1000,685.0,False,,516,672,568,517,517,,7.403
20,103,26,custom_linear,1000,697.0,False,,527,741,633,531,531,,7.414
20,102,27,custom_linear,1000,699.0,False,,546,676,616,547,547,,7.671
20,92,28,custom_linear,1000,628.0,False,,447,648,564,471,471,,7.448
20,84,29,custom_linear,1000,572.0,False,,423,623,488,426,426,,7.305
20,80,30,custom_linear,1000,506.0,False,,380,561,498,400,400,,7.257
20,91,31,custom_linear,1000,596.0,False,,489,599,574,479,479,,7.614
