solver_name,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
OpenJij,5,0,5,exact,16,16,6.0,6,6,True,0.7193009853363037
OpenJij,5,1,5,exact,16,16,7.0,7,6,True,0.7165830135345459
OpenJij,5,2,4,exact,14,14,4.0,4,4,True,0.7385401725769043
OpenJij,5,3,5,exact,16,16,6.0,6,6,True,0.7137701511383057
OpenJij,5,4,7,exact,19,19,12.0,12,10,True,0.7137768268585205
OpenJij,5,5,7,exact,19,19,11.0,11,10,True,0.7556169033050537
OpenJij,5,6,5,exact,16,16,7.0,7,7,True,0.74680495262146
OpenJij,5,7,8,exact,20,20,16.0,16,14,True,0.7298097610473633
OpenJij,5,8,4,exact,14,14,7.0,7,5,True,0.7425200939178467
OpenJij,5,9,6,exact,18,18,11.0,11,10,True,0.7017521858215332
OpenJij,5,10,6,exact,18,18,10.0,10,10,True,0.76953125
OpenJij,5,11,6,exact,18,18,11.0,11,9,True,0.7383801937103271
OpenJij,5,12,6,exact,18,18,10.0,10,9,True,0.777580976486206
OpenJij,5,13,5,exact,16,16,13.0,13,7,True,0.7591629028320312
OpenJij,5,14,6,exact,18,18,11.0,11,8,True,0.7377088069915771
OpenJij,5,15,7,exact,19,19,13.0,13,12,True,0.715378999710083
OpenJij,5,16,5,exact,16,16,7.0,7,8,True,0.712364912033081
OpenJij,5,17,5,exact,16,16,7.0,7,7,True,0.7065558433532715
OpenJij,5,18,5,exact,16,16,6.0,6,6,True,0.740941047668457
OpenJij,5,19,7,exact,19,19,12.0,12,12,True,0.7771778106689453
OpenJij,5,20,4,exact,14,14,6.0,6,4,True,0.7194931507110596
OpenJij,5,21,6,exact,18,18,9.0,9,8,True,0.7157330513000488
OpenJij,5,22,5,exact,16,16,10.0,10,8,True,0.7108540534973145
OpenJij,5,23,7,exact,19,19,12.0,12,12,True,0.7126631736755371
OpenJij,5,24,5,exact,16,16,8.0,8,6,True,0.7108418941497803
OpenJij,5,25,6,exact,18,18,12.0,12,8,True,0.712723970413208
OpenJij,5,26,5,exact,16,16,7.0,7,8,True,0.7096021175384521
OpenJij,5,27,7,exact,19,19,11.0,11,10,True,0.7058150768280029
OpenJij,5,28,6,exact,18,18,11.0,11,9,True,0.7034399509429932
OpenJij,5,29,6,exact,18,18,9.0,9,9,True,0.7246761322021484
OpenJij,5,30,5,exact,16,16,7.0,7,6,True,0.7338800430297852
OpenJij,5,31,5,exact,16,16,8.0,8,7,True,0.7809300422668457
OpenJij,5,32,5,exact,16,16,9.0,9,7,True,0.7368159294128418
OpenJij,5,33,5,exact,16,16,8.0,8,6,True,0.712630033493042
OpenJij,5,34,7,exact,19,19,14.0,14,11,True,0.7118699550628662
OpenJij,5,35,8,exact,20,20,14.0,14,13,True,0.7189350128173828
OpenJij,5,36,6,exact,18,18,9.0,9,9,True,0.7134208679199219
OpenJij,5,37,6,exact,18,18,10.0,10,9,True,0.7132132053375244
OpenJij,5,38,4,exact,14,14,4.0,4,4,True,0.7075650691986084
OpenJij,5,39,8,exact,20,20,14.0,14,13,True,0.7356832027435303
OpenJij,5,40,7,exact,19,19,12.0,12,10,True,0.7836949825286865
OpenJij,5,41,5,exact,16,16,9.0,9,6,True,0.7213311195373535
OpenJij,5,42,6,exact,18,18,11.0,11,10,True,0.7180352210998535
OpenJij,5,43,5,exact,16,16,6.0,6,6,True,0.7118179798126221
OpenJij,5,44,5,exact,16,16,8.0,8,7,True,0.7145516872406006
OpenJij,5,45,5,exact,16,16,9.0,9,7,True,0.7108500003814697
OpenJij,5,46,6,exact,18,18,9.0,9,8,True,0.7103002071380615
OpenJij,5,47,8,exact,20,20,18.0,18,14,True,0.7138690948486328
OpenJij,5,48,6,exact,18,18,9.0,9,9,True,0.7240638732910156
OpenJij,5,49,6,exact,18,18,12.0,12,8,True,0.7616519927978516
OpenJij,5,0,5,lucas,4,4,8.0,8,6,True,0.7156763076782227
OpenJij,5,1,5,lucas,4,4,6.0,6,6,True,0.7132120132446289
OpenJij,5,2,4,lucas,3,3,4.0,4,4,True,0.713731050491333
OpenJij,5,3,5,lucas,4,4,6.0,6,6,True,0.7136340141296387
OpenJij,5,4,7,lucas,5,5,10.0,10,10,True,0.7129900455474854
OpenJij,5,5,7,lucas,5,5,11.0,11,10,True,0.7128078937530518
OpenJij,5,6,5,lucas,5,5,7.0,7,7,True,0.7172341346740723
OpenJij,5,7,8,lucas,5,5,14.0,14,14,True,0.7136149406433105
OpenJij,5,8,4,lucas,4,4,5.0,5,5,True,0.7094089984893799
OpenJij,5,9,6,lucas,4,4,10.0,10,10,True,0.7178239822387695
OpenJij,5,10,6,lucas,4,4,10.0,10,10,True,0.7147519588470459
OpenJij,5,11,6,lucas,4,4,9.0,9,9,True,0.7129287719726562
OpenJij,5,12,6,lucas,5,5,9.0,9,9,True,0.7168941497802734
OpenJij,5,13,5,lucas,4,4,7.0,7,7,True,0.7137308120727539
OpenJij,5,14,6,lucas,4,4,8.0,8,8,True,0.7129848003387451
OpenJij,5,15,7,lucas,4,4,12.0,12,12,True,0.7163949012756348
OpenJij,5,16,5,lucas,5,5,7.0,7,8,True,0.7122213840484619
OpenJij,5,17,5,lucas,4,4,7.0,7,7,True,0.7143459320068359
OpenJij,5,18,5,lucas,4,4,6.0,6,6,True,0.7118511199951172
OpenJij,5,19,7,lucas,4,4,12.0,12,12,True,0.7139420509338379
OpenJij,5,20,4,lucas,3,3,4.0,4,4,True,0.7114319801330566
OpenJij,5,21,6,lucas,4,4,8.0,8,8,True,0.7132883071899414
OpenJij,5,22,5,lucas,3,3,8.0,8,8,True,0.712338924407959
OpenJij,5,23,7,lucas,4,4,12.0,12,12,True,0.7134637832641602
OpenJij,5,24,5,lucas,4,4,6.0,6,6,True,0.7132358551025391
OpenJij,5,25,6,lucas,4,4,8.0,8,8,True,0.7119739055633545
OpenJij,5,26,5,lucas,5,5,7.0,7,8,True,0.7119700908660889
OpenJij,5,27,7,lucas,5,5,11.0,11,10,True,0.7144138813018799
OpenJij,5,28,6,lucas,5,5,9.0,9,9,True,0.7411189079284668
OpenJij,5,29,6,lucas,5,5,9.0,9,9,True,0.745293140411377
OpenJij,5,30,5,lucas,4,4,6.0,6,6,True,0.7142858505249023
OpenJij,5,31,5,lucas,4,4,7.0,7,7,True,0.7133820056915283
OpenJij,5,32,5,lucas,4,4,7.0,7,7,True,0.714087963104248
OpenJij,5,33,5,lucas,4,4,6.0,6,6,True,0.7135508060455322
OpenJij,5,34,7,lucas,5,5,11.0,11,11,True,0.7137601375579834
OpenJij,5,35,8,lucas,5,5,13.0,13,13,True,0.7164220809936523
OpenJij,5,36,6,lucas,4,4,9.0,9,9,True,0.7130589485168457
OpenJij,5,37,6,lucas,4,4,9.0,9,9,True,0.7126650810241699
OpenJij,5,38,4,lucas,3,3,4.0,4,4,True,0.71651291847229
OpenJij,5,39,8,lucas,5,5,13.0,13,13,True,0.7116670608520508
OpenJij,5,40,7,lucas,5,5,10.0,10,10,True,0.7134969234466553
OpenJij,5,41,5,lucas,4,4,6.0,6,6,True,0.7182788848876953
OpenJij,5,42,6,lucas,4,4,10.0,10,10,True,0.7119143009185791
OpenJij,5,43,5,lucas,4,4,6.0,6,6,True,0.7120981216430664
OpenJij,5,44,5,lucas,5,5,7.0,7,7,True,0.712486982345581
OpenJij,5,45,5,lucas,5,5,7.0,7,7,True,0.7054116725921631
OpenJij,5,46,6,lucas,4,4,8.0,8,8,True,0.711277961730957
OpenJij,5,47,8,lucas,5,5,14.0,14,14,True,0.7131659984588623
OpenJij,5,48,6,lucas,4,4,9.0,9,9,True,0.7510180473327637
OpenJij,5,49,6,lucas,5,5,8.0,8,8,True,0.7538468837738037
OpenJij,8,0,16,exact,69,69,179.0,,34,False,0.7159321308135986
OpenJij,8,1,18,exact,73,73,127.0,,40,False,0.7277319431304932
OpenJij,8,2,12,exact,58,58,150.0,,21,False,0.7262940406799316
OpenJij,8,3,17,exact,71,71,328.0,,37,False,0.7315702438354492
OpenJij,8,4,15,exact,67,67,37.0,37,33,True,0.7381088733673096
OpenJij,8,5,15,exact,67,67,105.0,,31,False,0.750352144241333
OpenJij,8,6,14,exact,64,64,174.0,,29,False,0.7528629302978516
OpenJij,8,7,12,exact,58,58,199.0,,20,False,0.7247581481933594
OpenJij,8,8,12,exact,58,58,82.0,,25,False,0.7263920307159424
OpenJij,8,9,16,exact,69,69,180.0,,35,False,0.7414419651031494
OpenJij,8,10,15,exact,67,67,241.0,,30,False,0.7345259189605713
OpenJij,8,11,16,exact,69,69,121.0,,37,False,0.7190911769866943
OpenJij,8,12,13,exact,61,61,213.0,,26,False,0.7331569194793701
OpenJij,8,13,16,exact,69,69,126.0,,37,False,0.7269048690795898
OpenJij,8,14,18,exact,73,73,196.0,,42,False,0.7276358604431152
OpenJij,8,15,12,exact,58,58,94.0,,24,False,0.7266602516174316
OpenJij,8,16,14,exact,64,64,99.0,,27,False,0.7265820503234863
OpenJij,8,17,14,exact,64,64,284.0,,28,False,0.7247891426086426
OpenJij,8,18,9,exact,48,48,159.0,,14,False,0.7233762741088867
OpenJij,8,19,21,exact,79,79,216.0,,48,False,0.7290377616882324
OpenJij,8,20,13,exact,61,61,88.0,,26,False,0.7278552055358887
OpenJij,8,21,14,exact,64,64,160.0,,31,False,0.7264618873596191
OpenJij,8,22,19,exact,75,75,51.0,51,45,True,0.7267551422119141
OpenJij,8,23,13,exact,61,61,211.0,,30,False,0.7277328968048096
OpenJij,8,24,13,exact,61,61,216.0,,25,False,0.7255380153656006
OpenJij,8,25,16,exact,69,69,310.0,,34,False,0.7284438610076904
OpenJij,8,26,17,exact,71,71,185.0,,41,False,0.7306780815124512
OpenJij,8,27,13,exact,61,61,160.0,,24,False,0.7266480922698975
OpenJij,8,28,14,exact,64,64,40.0,40,29,True,0.7256829738616943
OpenJij,8,29,12,exact,58,58,31.0,31,21,True,0.7277212142944336
OpenJij,8,30,16,exact,69,69,375.0,,38,False,0.7267148494720459
OpenJij,8,31,13,exact,61,61,94.0,,24,False,0.7252051830291748
OpenJij,8,32,17,exact,71,71,183.0,,39,False,0.7348039150238037
OpenJij,8,33,14,exact,64,64,107.0,,26,False,0.7277350425720215
OpenJij,8,34,12,exact,58,58,44.0,44,23,True,0.7257349491119385
OpenJij,8,35,11,exact,55,55,136.0,,19,False,0.7291467189788818
OpenJij,8,36,12,exact,58,58,90.0,,20,False,0.7288801670074463
OpenJij,8,37,13,exact,61,61,334.0,,25,False,0.7240378856658936
OpenJij,8,38,16,exact,69,69,109.0,,35,False,0.7301907539367676
OpenJij,8,39,16,exact,69,69,241.0,,35,False,0.7312910556793213
OpenJij,8,40,18,exact,73,73,196.0,,42,False,0.728679895401001
OpenJij,8,41,15,exact,67,67,170.0,,32,False,0.7340710163116455
OpenJij,8,42,14,exact,64,64,231.0,,29,False,0.7238860130310059
OpenJij,8,43,12,exact,58,58,152.0,,20,False,0.7284140586853027
OpenJij,8,44,14,exact,64,64,106.0,,27,False,0.7333581447601318
OpenJij,8,45,17,exact,71,71,118.0,,38,False,0.727313756942749
OpenJij,8,46,13,exact,61,61,145.0,,24,False,0.7299573421478271
OpenJij,8,47,16,exact,69,69,241.0,,33,False,0.7280960083007812
OpenJij,8,48,10,exact,52,52,132.0,,16,False,0.7235300540924072
OpenJij,8,49,15,exact,67,67,172.0,,30,False,0.7267060279846191
OpenJij,8,0,16,lucas,7,7,37.0,,34,False,0.7325179576873779
OpenJij,8,1,18,lucas,7,7,41.0,41,40,True,0.7308671474456787
OpenJij,8,2,12,lucas,6,6,20.0,20,21,True,0.731604814529419
OpenJij,8,3,17,lucas,7,7,37.0,37,37,True,0.7278718948364258
OpenJij,8,4,15,lucas,7,7,31.0,31,33,True,0.7309548854827881
OpenJij,8,5,15,lucas,7,7,31.0,31,31,True,0.7328300476074219
OpenJij,8,6,14,lucas,7,7,27.0,27,29,True,0.7289407253265381
OpenJij,8,7,12,lucas,7,7,21.0,21,20,True,0.7307949066162109
OpenJij,8,8,12,lucas,7,7,24.0,24,25,True,0.7314369678497314
OpenJij,8,9,16,lucas,6,6,35.0,35,35,True,0.7319860458374023
OpenJij,8,10,15,lucas,6,6,31.0,31,30,True,0.731259822845459
OpenJij,8,11,16,lucas,7,7,29.0,29,37,True,0.7348799705505371
OpenJij,8,12,13,lucas,5,5,26.0,26,26,True,0.7315480709075928
OpenJij,8,13,16,lucas,6,6,40.0,40,37,True,0.7302141189575195
OpenJij,8,14,18,lucas,7,7,43.0,43,42,True,0.7320680618286133
OpenJij,8,15,12,lucas,6,6,23.0,23,24,True,0.7271707057952881
OpenJij,8,16,14,lucas,6,6,27.0,27,27,True,0.7277259826660156
OpenJij,8,17,14,lucas,5,5,28.0,28,28,True,0.7338712215423584
OpenJij,8,18,9,lucas,6,6,14.0,14,14,True,0.7290050983428955
OpenJij,8,19,21,lucas,8,8,48.0,48,48,True,0.7278721332550049
OpenJij,8,20,13,lucas,7,7,24.0,24,26,True,0.7992620468139648
OpenJij,8,21,14,lucas,7,7,29.0,29,31,True,0.7314376831054688
OpenJij,8,22,19,lucas,7,7,45.0,45,45,True,0.731532096862793
OpenJij,8,23,13,lucas,5,5,24.0,24,30,True,0.7358529567718506
OpenJij,8,24,13,lucas,6,6,26.0,26,25,True,0.7360861301422119
OpenJij,8,25,16,lucas,6,6,34.0,34,34,True,0.7321741580963135
OpenJij,8,26,17,lucas,7,7,39.0,39,41,True,0.7278900146484375
OpenJij,8,27,13,lucas,7,7,27.0,27,24,True,0.7279517650604248
OpenJij,8,28,14,lucas,7,7,30.0,30,29,True,0.7326920032501221
OpenJij,8,29,12,lucas,6,6,21.0,21,21,True,0.7318902015686035
OpenJij,8,30,16,lucas,7,7,31.0,31,38,True,0.733029842376709
OpenJij,8,31,13,lucas,5,5,25.0,25,24,True,0.7251560688018799
OpenJij,8,32,17,lucas,6,6,41.0,41,39,True,0.7300248146057129
OpenJij,8,33,14,lucas,6,6,26.0,26,26,True,0.7302570343017578
OpenJij,8,34,12,lucas,5,5,22.0,22,23,True,0.7332618236541748
OpenJij,8,35,11,lucas,6,6,20.0,20,19,True,0.728801965713501
OpenJij,8,36,12,lucas,5,5,20.0,20,20,True,0.7290740013122559
OpenJij,8,37,13,lucas,6,6,25.0,25,25,True,0.7363200187683105
OpenJij,8,38,16,lucas,7,7,32.0,32,35,True,0.7289197444915771
OpenJij,8,39,16,lucas,6,6,36.0,36,35,True,0.7301919460296631
OpenJij,8,40,18,lucas,7,7,42.0,42,42,True,0.7295138835906982
OpenJij,8,41,15,lucas,6,6,32.0,32,32,True,0.7274439334869385
OpenJij,8,42,14,lucas,6,6,30.0,30,29,True,0.7275938987731934
OpenJij,8,43,12,lucas,5,5,20.0,20,20,True,0.7300312519073486
OpenJij,8,44,14,lucas,7,7,28.0,28,27,True,0.7243139743804932
OpenJij,8,45,17,lucas,7,7,38.0,38,38,True,0.7248520851135254
OpenJij,8,46,13,lucas,6,6,24.0,24,24,True,0.7408981323242188
OpenJij,8,47,16,lucas,7,7,33.0,33,33,True,0.7285311222076416
OpenJij,8,48,10,lucas,5,5,18.0,18,16,True,0.7284159660339355
OpenJij,8,49,15,lucas,7,7,30.0,30,30,True,0.7368159294128418
OpenJij,11,0,25,exact,158,158,1029.0,,64,False,0.7499089241027832
OpenJij,11,1,31,exact,179,179,1176.0,,87,False,0.7575271129608154
OpenJij,11,2,26,exact,162,162,410.0,,73,False,0.755669116973877
OpenJij,11,3,30,exact,176,176,1502.0,,83,False,0.7551450729370117
OpenJij,11,4,29,exact,173,173,1129.0,,82,False,0.7541007995605469
OpenJij,11,5,33,exact,185,185,854.0,,97,False,0.7512869834899902
OpenJij,11,6,31,exact,179,179,1179.0,,87,False,0.7516522407531738
OpenJij,11,7,24,exact,154,154,1614.0,,59,False,0.7597570419311523
OpenJij,11,8,26,exact,162,162,909.0,,74,False,0.755047082901001
OpenJij,11,9,29,exact,173,173,805.0,,78,False,0.7532258033752441
OpenJij,11,10,27,exact,166,166,1572.0,,64,False,0.7561249732971191
OpenJij,11,11,27,exact,166,166,2076.0,,69,False,0.7540128231048584
OpenJij,11,12,24,exact,154,154,695.0,,55,False,0.754432201385498
OpenJij,11,13,29,exact,173,173,1464.0,,85,False,0.7587428092956543
OpenJij,11,14,22,exact,146,146,530.0,,59,False,0.7588386535644531
OpenJij,11,15,27,exact,166,166,1243.0,,71,False,0.753242015838623
OpenJij,11,16,24,exact,154,154,855.0,,61,False,0.7581250667572021
OpenJij,11,17,31,exact,179,179,639.0,,93,False,0.7521159648895264
OpenJij,11,18,29,exact,173,173,613.0,,69,False,0.7578229904174805
OpenJij,11,19,32,exact,182,182,834.0,,97,False,0.7561347484588623
OpenJij,11,20,24,exact,154,154,702.0,,62,False,0.7552070617675781
OpenJij,11,21,27,exact,166,166,1422.0,,83,False,0.7611708641052246
OpenJij,11,22,24,exact,154,154,999.0,,55,False,0.7494189739227295
OpenJij,11,23,31,exact,179,179,1357.0,,93,False,0.7518272399902344
OpenJij,11,24,31,exact,179,179,660.0,,95,False,0.7532329559326172
OpenJij,11,25,28,exact,170,170,607.0,,78,False,0.7657089233398438
OpenJij,11,26,22,exact,146,146,787.0,,57,False,0.7502291202545166
OpenJij,11,27,26,exact,162,162,734.0,,68,False,0.7554538249969482
OpenJij,11,28,27,exact,166,166,748.0,,70,False,0.755828857421875
OpenJij,11,29,29,exact,173,173,958.0,,84,False,0.7557241916656494
OpenJij,11,30,25,exact,158,158,1673.0,,66,False,0.7540848255157471
OpenJij,11,31,28,exact,170,170,961.0,,83,False,0.754601001739502
OpenJij,11,32,26,exact,162,162,1226.0,,69,False,0.7546119689941406
OpenJij,11,33,31,exact,179,179,1530.0,,99,False,0.7491800785064697
OpenJij,11,34,28,exact,170,170,1300.0,,74,False,0.757260799407959
OpenJij,11,35,34,exact,188,188,1253.0,,107,False,0.757634162902832
OpenJij,11,36,25,exact,158,158,1015.0,,67,False,0.7537031173706055
OpenJij,11,37,27,exact,166,166,1908.0,,74,False,0.7539939880371094
OpenJij,11,38,25,exact,158,158,878.0,,64,False,0.7568750381469727
OpenJij,11,39,28,exact,170,170,771.0,,79,False,0.7550759315490723
OpenJij,11,40,31,exact,179,179,1509.0,,88,False,0.7583811283111572
OpenJij,11,41,24,exact,154,154,1621.0,,60,False,0.7581100463867188
OpenJij,11,42,27,exact,166,166,1751.0,,71,False,0.7537872791290283
OpenJij,11,43,32,exact,182,182,1199.0,,94,False,0.755068302154541
OpenJij,11,44,23,exact,150,150,987.0,,53,False,0.7965598106384277
OpenJij,11,45,27,exact,166,166,933.0,,69,False,0.7529997825622559
OpenJij,11,46,26,exact,162,162,901.0,,67,False,0.7585921287536621
OpenJij,11,47,24,exact,154,154,694.0,,63,False,0.7588260173797607
OpenJij,11,48,27,exact,166,166,582.0,,78,False,0.7552828788757324
OpenJij,11,49,19,exact,132,132,350.0,,47,False,0.757958173751831
OpenJij,11,0,25,lucas,8,8,64.0,64,64,True,0.7689418792724609
OpenJij,11,1,31,lucas,10,10,90.0,90,87,True,0.7713568210601807
OpenJij,11,2,26,lucas,9,9,74.0,,73,False,0.7672629356384277
OpenJij,11,3,30,lucas,9,9,83.0,83,83,True,0.7688713073730469
OpenJij,11,4,29,lucas,8,8,79.0,79,82,True,0.7709870338439941
OpenJij,11,5,33,lucas,9,9,98.0,98,97,True,0.7668862342834473
OpenJij,11,6,31,lucas,9,9,88.0,88,87,True,0.7679917812347412
